total_sleep_time,total_active_time,total_flow_volume,flow_rate,avg_packet_size,num_servers,num_protocols,uniq_dns,dns_interval,ntp_interval,device_co 
519,598,154857,258.9581939799331,288.91231343283584,10,5,0,0,0,5
461,690,156339,226.5782608695652,311.4322709163347,10,5,0,0,0,5
566,426,142857,335.34507042253523,316.7560975609756,10,4,0,0,0,5
538,637,142729,224.06436420722136,322.91628959276017,10,4,0,0,0,5
582,513,157060,306.1598440545809,304.97087378640776,10,4,0,0,0,5
552,602,153614,255.17275747508305,309.0824949698189,10,4,0,0,0,5
552,483,145075,300.3623188405797,313.3369330453564,10,4,0,0,0,5
538,540,136895,253.50925925925927,329.86746987951807,10,4,0,0,0,5
583,480,156242,325.50416666666666,313.73895582329317,10,4,0,0,0,5
520,546,145000,265.56776556776555,311.8279569892473,10,4,0,0,0,5
556,420,152241,362.47857142857146,296.766081871345,10,4,0,0,0,5
579,540,156585,289.97222222222223,308.84615384615387,10,4,0,0,0,5
584,570,153195,268.7631578947368,316.5185950413223,10,4,0,0,0,5
565,630,148995,236.5,335.5743243243243,10,4,0,0,0,5
564,600,154320,257.2,306.79920477137176,10,4,0,0,0,5
559,543,146746,270.25046040515656,310.9025423728813,10,4,0,0,0,5
557,544,151218,277.9742647058824,317.6848739495798,10,4,0,0,0,5
566,489,151432,309.67689161554193,309.67689161554193,12,8,2,0,0,5
524,573,151475,264.3542757417103,311.0369609856263,12,4,0,0,0,5
565,423,152110,359.59810874704493,297.08984375,13,9,2,0,0,5
556,338,145218,429.6390532544379,316.37908496732024,13,4,0,0,0,5
565,180,144569,803.1611111111112,308.2494669509595,13,4,0,0,0,5
562,300,144641,482.13666666666666,322.1403118040089,13,4,0,0,0,5
580,209,151515,724.9521531100479,313.69565217391306,13,4,0,0,0,5
563,150,153542,1023.6133333333333,299.30214424951265,13,4,0,0,0,5
562,130,145631,1120.2384615384615,300.8904958677686,15,9,2,0,0,5
579,123,146758,1193.1544715447155,320.43231441048033,15,4,0,0,0,5
544,283,148349,524.2014134275619,299.0907258064516,16,8,2,0,0,5
530,300,148003,493.3433333333333,302.0469387755102,16,4,0,0,0,5
581,426,151655,355.9976525821596,318.6029411764706,16,4,0,0,0,5
612,300,158643,528.81,302.7538167938931,16,4,0,0,0,5
532,123,145843,1185.7154471544716,308.33615221987316,16,7,1,0,0,5
561,360,139036,386.2111111111111,330.25178147268406,16,4,0,0,0,5
581,360,159548,443.18888888888887,299.33958724202625,16,4,0,0,0,5
540,612,154779,252.90686274509804,305.8873517786561,17,8,2,0,0,5
496,633,151575,239.45497630331752,303.7575150300601,17,5,0,0,0,5
425,540,142119,263.18333333333334,320.8103837471783,17,4,0,0,0,5
463,482,188312,390.68879668049794,298.43423137876385,19,19,3,49,0,5
493,545,160873,295.17981651376147,296.81365313653134,20,14,3,25,0,5
564,540,150264,278.26666666666665,316.34526315789475,20,4,0,0,0,5
461,520,142308,273.66923076923075,279.0352941176471,23,14,2,0,0,5
531,539,156485,290.3246753246753,321.32443531827516,23,4,0,0,0,5
564,509,144984,284.8408644400786,302.68058455114823,23,4,0,0,0,5
519,400,147990,369.975,311.5578947368421,23,8,2,0,0,5
499,360,141659,393.4972222222222,281.6282306163022,23,12,2,0,0,5
585,194,151505,780.9536082474227,301.8027888446215,24,9,2,0,0,5
542,420,140572,334.6952380952381,311.0,24,4,0,0,0,5
592,270,147715,547.0925925925926,329.72098214285717,24,4,0,0,0,5
535,219,138990,634.6575342465753,318.05491990846684,24,4,0,0,0,5
563,330,147603,447.2818181818182,308.14822546972863,24,4,0,0,0,5
577,392,153581,391.78826530612247,310.2646464646465,24,4,0,0,0,5
552,284,148895,524.2781690140845,302.6321138211382,25,9,2,0,0,5
566,181,153796,849.7016574585635,315.80287474332647,25,5,1,0,0,5
545,351,139148,396.43304843304844,312.6921348314607,26,9,2,0,0,5
545,253,138380,546.9565217391304,318.11494252873564,26,8,2,0,0,5
578,40,153806,3845.15,293.5229007633588,26,9,2,0,0,5
559,282,150918,535.1702127659574,304.8848484848485,26,4,0,0,0,5
556,280,147504,526.8,304.1319587628866,26,8,2,0,0,5
587,220,149720,680.5454545454545,307.4332648870637,26,8,2,0,0,5
533,284,149658,526.9647887323944,265.3510638297872,26,14,2,0,0,5
533,469,152782,325.76119402985074,289.90891840607213,26,10,2,0,0,5
578,257,152807,594.5797665369649,298.451171875,28,11,2,0,0,5
539,242,196068,810.198347107438,291.76785714285717,32,20,5,0,0,5
453,608,194145,319.3174342105263,281.77793904209,32,6,0,0,0,5
471,402,177646,441.90547263681594,282.4260731319555,32,9,2,0,0,5
547,445,173940,390.87640449438203,272.6332288401254,32,9,2,0,0,5
520,482,157964,327.72614107883817,294.16014897579146,32,5,0,0,0,5
575,613,151296,246.81239804241434,313.2422360248447,32,8,2,0,0,5
529,511,152919,299.25440313111545,294.075,32,10,2,0,0,5
513,607,143276,236.03953871499175,321.2466367713005,32,4,0,0,0,5
549,499,145728,292.04008016032066,304.8702928870293,32,8,2,0,0,5
530,553,141964,256.71609403254973,316.1781737193764,32,8,2,0,0,5
515,514,150156,292.13229571984436,309.6,32,4,0,0,0,5
547,510,149286,292.7176470588235,315.615221987315,32,4,0,0,0,5
511,518,144879,279.68918918918916,308.910447761194,32,8,2,0,0,5
509,512,147117,287.337890625,313.682302771855,32,4,0,0,0,5
564,519,150805,290.5684007707129,316.1530398322851,32,8,2,0,0,5
564,420,158204,376.67619047619047,286.0831826401447,34,12,2,0,0,5
526,259,153301,591.8957528957529,286.54392523364487,34,10,2,0,0,5
519,222,155674,701.2342342342342,245.9304897314376,34,20,2,0,0,5
519,378,145271,384.31481481481484,305.8336842105263,34,8,2,0,0,5
583,223,145642,653.103139013453,315.24242424242425,34,8,2,0,0,5
526,293,140876,480.80546075085323,297.8350951374207,35,10,2,0,0,5
576,150,149589,997.26,303.4259634888438,35,12,2,0,0,5
561,153,143308,936.6535947712418,319.88392857142856,35,4,0,0,0,5
520,207,140615,679.2995169082126,304.36147186147184,35,10,2,0,0,5
553,332,147596,444.56626506024094,312.04228329809723,35,4,0,0,0,5
588,340,153441,451.2970588235294,302.64497041420117,35,8,2,0,0,5
561,270,147556,546.5037037037036,315.96573875803,35,4,0,0,0,5
592,276,150207,544.2282608695652,316.89240506329116,35,4,0,0,0,5
568,273,146578,536.9157509157509,316.5831533477322,35,4,0,0,0,5
562,273,143292,524.8791208791209,321.2825112107623,35,4,0,0,0,5
532,269,137222,510.1189591078067,321.3629976580796,35,4,0,0,0,5
581,180,159588,886.6,299.4146341463415,35,4,0,0,0,5
536,362,149564,413.16022099447514,317.5456475583864,35,4,0,0,0,5
487,480,147534,307.3625,306.7234927234927,35,4,0,0,0,5
447,510,146674,287.5960784313726,312.73773987206823,35,5,0,0,0,5
507,540,146642,271.55925925925925,314.6824034334764,35,4,0,0,0,5
483,630,150731,239.25555555555556,312.71991701244815,35,7,1,0,0,5
483,659,148758,225.73292867981792,311.8616352201258,35,4,0,0,0,5
512,693,138748,200.2135642135642,332.72901678657075,35,4,0,0,0,5
474,545,156787,287.68256880733946,310.46930693069305,35,4,0,0,0,5
510,690,137710,199.57971014492753,316.57471264367814,35,4,0,0,0,5
467,488,149490,306.33196721311475,316.71610169491527,35,5,0,0,0,5
523,693,153511,221.51659451659452,302.78303747534517,35,4,0,0,0,5
501,540,145357,269.17962962962963,313.94600431965443,35,4,0,0,0,5
477,665,142969,214.990977443609,314.90969162995594,35,4,0,0,0,5
549,486,149545,307.70576131687244,324.3926247288503,35,4,0,0,0,5
445,518,140429,271.0984555984556,309.99779249448125,35,4,0,0,0,5
511,554,147494,266.2346570397112,303.48559670781896,35,9,2,0,0,5
528,629,147971,235.24801271860096,321.6760869565217,35,5,0,0,0,5
528,553,143584,259.6455696202532,310.7878787878788,35,8,2,0,0,5
485,660,147669,223.7409090909091,282.34990439770553,35,12,2,0,0,5
534,663,148605,224.14027149321268,307.67080745341616,35,4,0,0,0,5
497,610,143862,235.83934426229507,295.40451745379875,35,14,2,0,0,5
543,626,146073,233.34345047923324,290.40357852882704,35,10,2,0,0,5
521,490,158367,323.19795918367345,275.4208695652174,35,14,2,0,0,5
435,492,155571,316.2012195121951,272.45359019264447,35,15,2,0,0,5
556,606,155620,256.7986798679868,279.3895870736086,35,12,2,0,0,5
524,416,146643,352.50721153846155,295.65120967741933,35,10,2,0,0,5
524,483,154015,318.871635610766,279.519056261343,35,12,2,0,0,5
573,403,153706,381.4044665012407,299.03891050583655,35,8,2,0,0,5
499,486,151193,311.09670781893004,278.95387453874537,35,12,2,0,0,5
503,423,149442,353.290780141844,281.96603773584906,35,12,2,0,0,5
557,513,146698,285.96101364522417,312.78891257995735,35,4,0,0,0,5
545,550,147022,267.3127272727273,302.51440329218104,35,8,2,0,0,5
528,483,144723,299.6335403726708,318.773127753304,35,4,0,0,0,5
536,630,142833,226.71904761904761,319.53691275167785,35,4,0,0,0,5
527,479,141581,295.57620041753654,327.7337962962963,35,4,0,0,0,5
577,540,150181,278.11296296296297,317.507399577167,35,4,0,0,0,5
521,633,147598,233.17219589257505,312.70762711864404,35,4,0,0,0,5
524,543,147141,270.9779005524862,313.73347547974413,35,4,0,0,0,5
508,560,152625,272.54464285714283,285.2803738317757,35,10,2,0,0,5
526,602,152800,253.82059800664453,310.5691056910569,35,4,0,0,0,5
521,496,148454,299.3024193548387,301.1237322515213,35,11,3,0,0,5
491,553,154912,280.13019891500903,279.1207207207207,35,14,2,0,0,5
496,504,147568,292.7936507936508,290.48818897637796,11,10,2,0,0,5
544,460,159758,347.3,285.28214285714284,12,8,2,0,0,5
587,170,151804,892.964705882353,293.6247582205029,12,10,2,0,0,5
563,183,146323,799.5792349726776,322.2973568281938,12,4,0,0,0,5
568,213,147396,692.0,303.9092783505155,12,4,0,0,0,5
564,211,147125,697.2748815165877,315.04282655246254,12,4,0,0,0,5
577,452,151130,334.35840707964604,324.31330472103,12,4,0,0,0,5
593,243,146222,601.7366255144033,327.8520179372197,12,4,0,0,0,5
559,332,154923,466.6355421686747,314.8841463414634,12,4,0,0,0,5
586,119,147658,1240.8235294117646,319.6060606060606,12,4,0,0,0,5
538,316,144466,457.17088607594934,303.5,13,9,2,0,0,5
572,273,139532,511.1062271062271,335.41346153846155,13,4,0,0,0,5
563,257,155368,604.5447470817121,302.27237354085605,13,8,2,0,0,5
568,373,155710,417.4530831099196,279.0501792114695,16,12,2,0,0,5
529,253,158389,626.0434782608696,265.3082077051926,17,14,2,0,0,5
543,302,149727,495.78476821192055,278.8212290502793,17,12,2,0,0,5
575,328,166082,506.3475609756098,270.9331158238173,18,11,2,0,0,5
526,330,137102,415.46060606060604,322.59294117647056,18,4,0,0,0,5
526,522,157553,301.82567049808426,304.15637065637065,19,8,2,0,0,5
508,520,152694,293.64230769230767,270.7340425531915,20,14,2,0,0,5
456,570,144988,254.36491228070176,276.16761904761904,21,12,2,0,0,5
461,442,146484,331.4117647058824,294.144578313253,21,10,2,0,0,5
494,476,156069,327.87605042016804,290.63128491620114,21,10,2,0,0,5
490,563,146410,260.05328596802843,296.37651821862346,21,10,2,0,0,5
406,590,144027,244.1135593220339,297.5764462809917,21,10,2,0,0,5
513,590,151049,256.01525423728816,300.2962226640159,21,10,2,0,0,5
503,633,147568,233.12480252764612,308.0751565762004,21,4,0,0,0,5
526,663,152106,229.420814479638,306.0482897384306,21,4,0,0,0,5
489,543,144457,266.03499079189686,312.6774891774892,21,4,0,0,0,5
494,529,148733,281.1587901701323,305.4065708418891,21,9,2,0,0,5
493,540,152707,282.7907407407407,314.859793814433,21,4,0,0,0,5
531,733,151316,206.43383356070942,302.02794411177643,22,8,2,0,0,5
480,513,159893,311.682261208577,276.15371329879105,24,16,3,0,0,5
496,729,149420,204.96570644718793,274.66911764705884,24,13,2,0,0,5
495,572,149315,261.0402097902098,288.81044487427465,24,10,2,0,0,5
526,726,147783,203.55785123966942,323.37636761487965,24,4,0,0,0,5
505,593,153805,259.3676222596965,283.25046040515656,24,10,2,0,0,5
538,633,152505,240.92417061611374,303.19085487077535,24,4,0,0,0,5
537,603,152771,253.35157545605307,314.9917525773196,24,4,0,0,0,5
535,639,148905,233.0281690140845,302.6524390243902,24,4,0,0,0,5
536,603,143372,237.76451077943616,320.7427293064877,24,4,0,0,0,5
556,733,159272,217.28785811732607,303.3752380952381,24,4,0,0,0,5
537,641,147377,229.9173166926677,306.3970893970894,24,4,0,0,0,5
579,783,145011,185.1992337164751,317.31072210065645,24,5,0,0,0,5
472,755,145637,192.89668874172185,325.80984340044745,24,5,0,0,0,5
567,548,149725,273.22080291970804,322.68318965517244,24,4,0,0,0,5
581,573,155045,270.58464223385687,311.96177062374244,24,4,0,0,0,5
538,516,142448,276.06201550387595,317.25612472160356,24,4,0,0,0,5
516,461,229108,496.98047722342733,279.0596833130329,29,15,3,0,0,5
458,520,189986,365.35769230769233,267.96332863187587,29,9,2,0,0,5
502,384,161483,420.5286458333333,294.1402550091075,29,5,0,0,0,5
517,462,166960,361.38528138528136,293.943661971831,29,5,0,0,0,5
551,453,151690,334.85651214128035,307.68762677484784,29,5,0,0,0,5
494,571,150618,263.7793345008757,310.5525773195876,29,4,0,0,0,5
547,544,148913,273.73713235294116,321.62634989200865,29,4,0,0,0,5
532,539,155279,288.08719851576996,299.1888246628131,29,4,0,0,0,5
519,509,147412,289.61100196463656,310.341052631579,29,4,0,0,0,5
545,576,153670,266.78819444444446,311.07287449392715,29,4,0,0,0,5
507,513,145790,284.19103313840156,312.85407725321886,29,4,0,0,0,5
559,456,147769,324.0548245614035,321.2369565217391,29,4,0,0,0,5
547,365,149997,410.9506849315068,311.84407484407484,29,4,0,0,0,5
559,123,141581,1151.0650406504064,321.775,29,4,0,0,0,5
563,186,147065,790.6720430107526,303.85330578512395,29,4,0,0,0,5
553,95,146363,1540.6631578947367,320.2691466083151,29,4,0,0,0,5
523,333,148729,446.6336336336336,306.6577319587629,29,4,0,0,0,5
593,300,147594,491.98,321.55555555555554,29,4,0,0,0,5
502,327,150580,460.4892966360856,311.11570247933884,29,4,0,0,0,5
548,272,139024,511.11764705882354,328.66193853427893,29,4,0,0,0,5
596,306,156090,510.0980392156863,307.26377952755905,29,4,0,0,0,5
599,276,153570,556.4130434782609,315.33880903490757,29,4,0,0,0,5
559,318,144659,454.9025157232704,317.234649122807,29,4,0,0,0,5
568,360,148817,413.38055555555553,301.248987854251,29,4,0,0,0,5
590,213,156138,733.0422535211268,306.75442043222006,29,4,0,0,0,5
592,393,149282,379.852417302799,323.1212121212121,29,4,0,0,0,5
583,302,153131,507.05629139072846,315.7340206185567,29,4,0,0,0,5
562,270,144166,533.9481481481481,320.3688888888889,29,4,0,0,0,5
559,299,143348,479.4247491638796,320.6890380313199,29,4,0,0,0,5
576,223,160277,718.7309417040359,289.8318264014467,29,8,2,0,0,5
534,270,139911,518.1888888888889,313.7017937219731,29,4,0,0,0,5
549,449,160413,357.2672605790646,303.8125,29,4,0,0,0,5
448,600,140413,234.02166666666668,307.24945295404814,29,4,0,0,0,5
460,389,150234,386.2056555269923,305.3536585365854,29,5,0,0,0,5
508,485,154930,319.44329896907215,302.59765625,29,4,0,0,0,5
461,301,146868,487.93355481727576,310.5031712473573,29,5,0,0,0,5
445,632,150794,238.59810126582278,320.83829787234043,29,7,1,0,0,5
448,453,143584,316.962472406181,318.3680709534368,29,4,0,0,0,5
464,513,144130,280.9551656920078,319.57871396895786,29,4,0,0,0,5
498,603,145916,241.98341625207297,310.4595744680851,29,4,0,0,0,5
529,663,151479,228.47511312217193,313.62111801242236,29,4,0,0,0,5
519,483,149418,309.35403726708074,324.117136659436,29,4,0,0,0,5
461,480,141470,294.7291666666667,312.2958057395143,29,4,0,0,0,5
520,685,152797,223.06131386861313,294.9749034749035,29,8,2,0,0,5
481,516,144930,280.8720930232558,311.6774193548387,29,4,0,0,0,5
511,666,149721,224.8063063063063,313.8805031446541,29,4,0,0,0,5
540,720,150548,209.09444444444443,311.6935817805383,29,4,0,0,0,5
486,539,139612,259.0204081632653,322.4295612009238,29,5,0,0,0,5
442,532,153903,289.29135338345867,288.20786516853934,29,11,2,0,0,5
529,689,148764,215.91291727140785,309.2806652806653,29,4,0,0,0,5
509,654,146472,223.96330275229357,304.5155925155925,29,11,2,0,0,5
505,722,146974,203.5650969529086,310.0717299578059,29,4,0,0,0,5
542,689,148377,215.35123367198838,309.7640918580376,29,4,0,0,0,5
511,695,139682,200.9812949640288,328.6635294117647,29,4,0,0,0,5
514,753,154093,204.6387782204515,297.476833976834,29,4,0,0,0,5
606,753,153323,203.61620185922976,307.2605210420842,29,4,0,0,0,5
518,643,144879,225.31726283048212,306.2980972515856,29,8,2,0,0,5
489,868,154619,178.13248847926266,309.85771543086173,29,5,0,0,0,5
396,674,144029,213.69287833827894,307.7542735042735,29,9,2,0,0,5
580,526,155165,294.99049429657794,306.0453648915187,29,8,2,0,0,5
560,480,144210,300.4375,323.3408071748879,29,4,0,0,0,5
567,513,147558,287.6374269005848,313.28662420382165,29,4,0,0,0,5
551,526,150332,285.8022813688213,292.4747081712062,29,8,2,0,0,5
584,573,151164,263.81151832460733,323.0,29,4,0,0,0,5
551,600,139814,233.02333333333334,335.2853717026379,29,4,0,0,0,5
564,449,146238,325.6971046770601,313.1434689507495,29,4,0,0,0,5
553,540,142841,264.52037037037036,319.55480984340045,29,4,0,0,0,5
532,479,148884,310.82254697286015,308.24844720496895,29,4,0,0,0,5
558,543,143180,263.683241252302,324.671201814059,29,4,0,0,0,5
584,486,155661,320.2901234567901,308.23960396039604,29,4,0,0,0,5
547,479,160376,334.8141962421712,303.16824196597355,29,4,0,0,0,5
502,571,148194,259.5341506129597,322.8627450980392,29,7,1,0,0,5
550,483,143508,297.11801242236027,311.97391304347826,29,4,0,0,0,5
510,580,149284,257.3862068965517,301.5838383838384,29,8,2,0,0,5
542,544,147455,271.0569852941176,318.4773218142549,29,4,0,0,0,5
493,562,139443,248.11921708185054,307.8211920529801,29,10,2,0,0,5
505,539,141702,262.8979591836735,330.3076923076923,29,4,0,0,0,5
517,590,151124,256.1423728813559,285.13962264150945,29,10,2,0,0,5
528,471,153267,325.4076433121019,273.69107142857143,29,14,2,0,0,5
546,248,149534,602.9596774193549,285.91586998087956,29,12,2,0,0,5
540,284,154927,545.5176056338029,265.2859589041096,29,14,2,0,0,5
593,240,146642,611.0083333333333,322.2901098901099,29,4,0,0,0,5
538,312,148221,475.0673076923077,302.4918367346939,29,8,2,0,0,5
570,213,143268,672.6197183098592,324.13574660633486,29,4,0,0,0,5
560,303,152573,503.54125412541254,301.52766798418975,29,4,0,0,0,5
589,150,152441,1016.2733333333333,322.28541226215646,29,4,0,0,0,5
527,170,149606,880.035294117647,289.3733075435203,29,10,2,0,0,5
537,274,143340,523.1386861313869,317.8270509977827,29,4,0,0,0,5
540,182,144493,793.9175824175824,314.1152173913043,29,4,0,0,0,5
581,362,148448,410.0773480662983,323.4161220043573,29,4,0,0,0,5
552,275,144585,525.7636363636364,320.58758314855874,29,4,0,0,0,5
587,33,158722,4809.757575757576,299.4754716981132,29,4,0,0,0,5
567,300,139974,466.58,327.0420560747664,29,4,0,0,0,5
566,246,145319,590.7276422764228,312.51397849462364,8,4,0,0,0,5
541,80,145901,1823.7625,295.34615384615387,11,10,2,0,0,5
546,243,143380,590.0411522633744,317.21238938053096,11,4,0,0,0,5
445,393,146140,371.85750636132315,291.1155378486056,13,12,2,0,0,5
447,603,156364,259.3101160862355,274.3228070175439,16,12,2,0,0,5
475,629,156864,249.38632750397457,283.6600361663653,18,12,2,0,0,5
391,504,150270,298.1547619047619,258.64027538726333,18,14,2,0,0,5
500,721,149442,207.27045769764217,321.3806451612903,18,5,0,0,0,5
492,500,159395,318.79,285.1431127012522,18,10,2,0,0,5
489,416,156193,375.4639423076923,290.32156133828994,18,11,2,0,0,5
485,593,146168,246.48903878583474,295.2888888888889,18,10,2,0,0,5
464,505,149784,296.6019801980198,286.39388145315485,19,11,2,0,0,5
540,604,152529,252.5314569536424,292.2011494252874,19,13,2,0,0,5
494,468,156994,335.45726495726495,266.0915254237288,22,16,3,0,0,5
438,633,141817,224.0394944707741,315.1488888888889,22,4,0,0,0,5
525,660,146969,222.68030303030304,312.7,22,4,0,0,0,5
449,479,157820,329.47807933194156,294.9906542056075,22,5,0,0,0,5
500,606,149106,246.04950495049505,314.56962025316454,22,4,0,0,0,5
521,692,149370,215.85260115606937,322.6133909287257,22,4,0,0,0,5
508,542,140699,259.5922509225092,316.17752808988763,22,5,0,0,0,5
509,542,147518,272.1734317343173,324.2153846153846,22,5,0,0,0,5
558,632,158829,251.3117088607595,310.212890625,22,4,0,0,0,5
531,673,151094,224.5081723625557,292.2514506769826,22,10,2,0,0,5
533,630,153230,243.22222222222223,311.4430894308943,22,4,0,0,0,5
460,742,152240,205.17520215633422,289.9809523809524,22,10,2,0,0,5
546,592,154004,260.1418918918919,261.46689303904924,22,16,2,0,0,5
504,660,143324,217.15757575757576,321.3542600896861,22,4,0,0,0,5
543,604,156951,259.8526490066225,283.3050541516246,23,12,2,0,0,5
469,752,151842,201.91755319148936,265.458041958042,23,17,2,0,0,5
500,483,166580,344.8861283643892,261.5070643642072,24,18,2,0,0,5
561,513,159407,310.73489278752436,276.26863084922013,24,12,2,0,0,5
517,569,151997,267.1300527240773,283.5764925373134,24,12,2,0,0,5
554,515,154177,299.3728155339806,286.0426716141002,24,12,2,0,0,5
533,577,144644,250.68284228769497,314.44347826086954,24,4,0,0,0,5
551,510,139886,274.28627450980395,333.06190476190477,24,4,0,0,0,5
551,523,150304,287.3881453154876,300.608,24,8,2,0,0,5
497,539,141015,261.6233766233766,312.6718403547672,24,4,0,0,0,5
552,543,157950,290.8839779005525,304.33526011560696,24,4,0,0,0,5
547,483,143179,296.4368530020704,315.37224669603523,24,4,0,0,0,5
527,569,146779,257.95957820738136,318.3926247288503,24,4,0,0,0,5
585,543,154143,283.8729281767956,310.7721774193548,24,4,0,0,0,5
559,510,147562,289.33725490196076,315.3034188034188,24,4,0,0,0,5
559,604,151912,251.50993377483445,311.9342915811088,24,4,0,0,0,5
492,552,148341,268.73369565217394,299.6787878787879,24,8,2,0,0,5
524,522,145545,278.82183908045977,306.41052631578947,24,8,2,0,0,5
538,530,155588,293.5622641509434,291.90994371482174,24,10,2,0,0,5
454,410,176339,430.09512195121954,193.992299229923,24,42,2,0,0,5
503,414,156671,378.4323671497585,233.48882265275708,24,25,2,0,0,5
449,236,179351,759.9618644067797,186.82395833333334,24,52,3,0,0,5
412,273,170505,624.5604395604396,181.0031847133758,24,48,2,0,0,5
487,286,163873,572.9825174825174,198.6339393939394,24,38,2,0,0,5
545,270,149328,553.0666666666667,275.5129151291513,24,15,2,0,0,5
485,164,161590,985.3048780487804,241.53961136023915,24,20,2,0,0,5
477,329,173400,527.0516717325228,209.42028985507247,24,34,2,0,0,5
487,210,159658,760.2761904761904,234.10263929618768,24,24,2,0,0,5
529,131,159949,1220.9847328244275,255.50958466453673,24,18,2,0,0,5
485,273,159471,584.1428571428571,228.79626972740314,24,29,2,0,0,5
483,346,161300,466.1849710982659,224.96513249651326,24,27,2,0,0,5
541,332,154275,464.68373493975906,263.71794871794873,24,16,2,0,0,5
512,367,157426,428.95367847411444,261.5049833887043,24,18,2,0,0,5
469,518,146972,283.72972972972974,272.1703703703704,24,15,2,0,0,5
519,314,163554,520.8726114649681,247.06042296072508,24,20,2,0,0,5
529,166,159130,958.6144578313254,247.4805598755832,24,21,2,0,0,5
464,177,161522,912.5536723163842,235.7985401459854,24,22,2,0,0,5
516,330,141435,428.59090909090907,282.87,24,12,2,0,0,5
594,93,156190,1679.4623655913979,306.2549019607843,24,4,0,0,0,5
509,316,140497,444.6107594936709,308.1074561403509,24,8,2,0,0,5
570,243,148576,611.4238683127572,311.48008385744237,24,4,0,0,0,5
527,703,154451,219.7027027027027,302.8450980392157,24,8,2,0,0,5
511,630,149521,237.33492063492062,323.63852813852816,24,4,0,0,0,5
433,604,140397,232.4453642384106,309.92715231788077,24,4,0,0,0,5
514,583,155462,266.65866209262435,298.9653846153846,24,9,2,0,0,5
475,513,141621,276.0643274853801,324.0755148741419,24,4,0,0,0,5
483,635,147647,232.51496062992126,325.93156732891833,24,4,0,0,0,5
447,672,147631,219.6889880952381,300.67413441955193,24,8,2,0,0,5
544,662,151589,228.98640483383687,325.9978494623656,24,4,0,0,0,5
475,590,137698,233.3864406779661,292.3524416135881,26,11,3,0,0,5
514,343,156734,456.95043731778424,237.11649016641454,28,33,3,0,0,5
496,310,138075,445.4032258064516,302.79605263157896,32,26,3,0,0,5
507,384,160724,418.5520833333333,277.5889464594128,32,24,1,0,0,5
549,439,147224,335.3621867881549,309.9452631578947,32,23,1,0,0,5
540,495,158954,321.1191919191919,280.8374558303887,33,21,4,0,0,5
481,533,152695,286.48217636022514,260.5716723549488,33,16,2,0,0,5
527,641,165788,258.6396255850234,239.57803468208093,33,26,3,0,0,5
454,554,140243,253.14620938628158,269.18042226487523,33,14,2,0,0,5
405,676,155011,229.30621301775147,272.90669014084506,33,16,2,0,0,5
473,483,159980,331.2215320910973,233.88888888888889,33,22,2,0,0,5
509,547,161736,295.6782449725777,247.30275229357798,33,19,2,0,0,5
504,495,140578,283.9959595959596,291.655601659751,33,18,3,0,0,5
517,521,175820,337.46641074856046,253.34293948126802,33,24,4,0,0,5
414,463,151594,327.4168466522678,266.4217926186292,33,14,2,0,0,5
513,637,152279,239.05651491365776,280.4401473296501,33,12,2,0,0,5
512,640,153290,239.515625,300.5686274509804,33,8,2,0,0,5
447,522,143470,274.84674329501917,280.21484375,33,10,2,0,0,5
488,582,149678,257.1786941580756,287.8423076923077,33,9,2,0,0,5
451,539,147102,272.9165120593692,314.3205128205128,33,5,0,0,0,5
540,696,158542,227.79022988505747,299.1358490566038,33,4,0,0,0,5
540,573,143310,250.10471204188482,305.56503198294246,33,4,0,0,0,5
513,632,145330,229.95253164556962,305.9578947368421,33,5,0,0,0,5
559,691,146838,212.50072358900144,285.6770428015564,33,5,0,0,0,5
354,543,87016,160.25046040515653,199.12128146453088,33,19,3,0,0,5
470,313,88398,282.4217252396166,232.6263157894737,33,24,1,0,0,5
510,262,86928,331.78625954198475,238.15890410958903,33,24,1,0,0,5
436,249,87581,351.7309236947791,243.28055555555557,33,24,1,0,0,5
518,272,82291,302.5404411764706,248.6132930513595,33,24,1,0,0,5
422,347,94110,271.21037463976944,223.53919239904988,33,22,1,0,0,5
518,127,83018,653.6850393700787,218.46842105263158,33,28,3,0,0,5
409,601,100939,167.95174708818635,252.3475,34,8,2,0,0,5
421,458,87466,190.97379912663754,243.63788300835654,34,5,0,0,0,5
423,468,101750,217.4145299145299,211.09958506224066,35,22,2,0,0,5
402,430,81827,190.2953488372093,247.21148036253777,35,8,2,0,0,5
442,353,86807,245.91218130311614,237.82739726027398,35,11,2,0,0,5
487,393,87733,223.23918575063612,257.28152492668625,35,5,0,0,0,5
432,303,87311,288.1551155115512,216.11633663366337,35,12,2,0,0,5
470,296,85367,288.40202702702703,234.52472527472528,35,10,2,0,0,5
445,286,94488,330.3776223776224,191.65922920892496,35,20,2,0,0,5
453,360,93373,259.36944444444447,212.69476082004556,35,12,2,0,0,5
391,392,88614,226.05612244897958,223.77272727272728,35,12,2,0,0,5
394,463,86388,186.58315334773218,233.48108108108107,35,9,2,0,0,5
503,209,132333,633.1722488038278,292.7721238938053,35,7,1,0,0,5
374,421,78469,186.3871733966746,273.411149825784,35,4,0,0,0,5
425,388,78409,202.08505154639175,250.5079872204473,35,4,0,0,0,5
443,359,86353,240.5376044568245,258.5419161676647,35,5,0,0,0,5
359,390,79948,204.99487179487178,262.12459016393444,35,4,0,0,0,5
